Exportaciones por Inciso Arancelario;;;;;;;;;;;;;;;;;;;;;;;;
Comercio General;;;;;;;;;;;;;;;;;;;;;;;;
Período: 2002 - 2025;;;;;;;;;;;;;;;;;;;;;;;;
-Cifras en US dólares-;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Numero de Inciso;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025 p/
03037700;0;0;0;18000;12000;272 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03037900;9172;346;0;0;0;83.477 ;0;0;5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0303920000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1694;0;0;0;0;0
03041000;0;13232;50439;111715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03042020;0;42157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03042030;55000;40010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03042090;341727;560931;375;1144;3560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03042920;0;0;0;0;0;138335;0;0;0;10793;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03042940;0;0;0;0;0;107;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03042990;0;0;0;0;0;1920;403;0;0;24171;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
03043100;0;0;0;0;0;0;0;0;0;0;0;0;117005;1.144.166 ;953867;0;0;0;0;0;0;0;0;0
0304310000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196913;253998;0;0;0;0;0;0;0
03043900;0;0;0;0;0;0;0;0;0;0;1807;392167;1127570;129447;0;0;0;0;0;0;0;0;0;0 
0304390000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1112444;2540832;46116;0;0;0;0;286514;0
0304430000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2954
03044400;0;0;0;0;0;0;0;0;0;0;81.401 ;0;0;0;0;0;0;0;0;0;0;0;0;0
03046200;0;0;0;0;0;0;0;0;0;0;34800;0;0;0;0;0;0;0;0;0;0;0;0;0 
0304620000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17445;27804;39878;16002
0304740000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46.278 
0304750000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95643
03048500;0;0;0;0;0;0;0;0;0;0;0;0;0;67482;0;0;0;0;0;0;0;0;0;0
0304870000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0
03048920;0;0;0;0;0;0;0;0;0;0;5038;122.411 ;3805;0;10022;0;0;0;0;0;0;0;0;0
0304892000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;470.678 ;1762088;12656;0;0;2983313;2059551;462317;0
03048960;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0
03048970;0;0;0;0;0;0;0;0;0;0;138 ;0;257 ;0;0;0;0;0;0;0;0;0;0;0
03048990;0;0;0;0;0;0;0;0;0;0;12.500 ;65232;0;0;0;0;0;0;0;0;0;0;0;0
0304899000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.274 ;35.611 ;0;0 
03049000;0;27528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0304930000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.509 ;8.388 ;6.791 ;2.421 
03049900;0;0;0;0;0;397;0;0;0;0;330104;355791;7183;67482;0;0;0;0;0;0;0;0;0;0
0304990000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;874472;1242906;0;0;0;0;0;9 ;0 
03051000;8832;0;0;0;0;0;0;0;655;418;194;0;209;0;0;0;0;0;0;0;0;0;0;0 
03052000;0;0;0;0;0;0;0;0;0;0;0;173 ;0;0;0;0;0;0;0;0;0;0;0;0
0305200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.092 ;0;0;0;0;0;0;0;0 
03053000;539812;359002;290300;392921;233082;456150;638533;357751;386482;131688;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03053100;0;0;0;0;0;0;0;0;0;0;27775;20800;10600;26909;0;0;0;0;0;0;0;0;0;0 
03053900;0;0;0;0;0;0;0;0;0;0;5.234 ;0;33.750 ;37.234 ;0;0;0;0;0;0;0;0;0;0
0305390000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57 ;1.890 ;19.860 ;13.730 ;5.446 ;5.252 
03054900;0;0;0;1536;415;500;0;48710;40983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0305490000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.732 ;6.123 ;107 ;0;0 
03055100;0;0;0;23000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0305530000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;720 ;7.395 ;1.480 
0305540000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6934;24343;45296;1165
03055900;76386;135822;302685;120815;112783;429290;1078728;252711;153268;177803;106177;82731;63671;72633;71211;0;0;0;0;0;0;0;0;0
0305590000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49697;10032;28588;13667;22708;23393;6360;0;6450
03056900;0;0;0;0;0;0;0;0;0;0;1.000 ;0;0;0;0;0;0;0;0;0;0;0;0;0
0305690000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1315;9485;13131;33319;1558;24075;0
03057100;0;0;0;0;0;0;0;0;0;0;42816;11099;9119;40073;33995;0;0;0;0;0;0;0;0;0
0305710000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73739;7040;18916;60698;55650;77940;27652;0;10158
03057900;0;0;0;0;0;0;0;0;0;0;983 ;0;0;12 ;0;0;0;0;0;0;0;0;0;0
0305790000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.120 ;42.504 ;191.679 ;133.741 ;80.177 ;32.186 ;0;0 
03061113;22884;1037;12293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0306111400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 ;0;0 
03061120;10437;5398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0306112900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0 
03061290;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0
03061311;22457764;30527729;29295918;20450779;34584126;44197119;52828604;45417054;40115151;44512809;11.877 ;0;0;0;0;0;0;0;0;0;0;0;0;0
03061319;5874130;9739567;7958256;4413932;4561319;3306692;2806519;2535918;3154341;3445300;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
03061390;156206;14.013 ;281;0;3483;0;0;0;0;45218;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03061400;0;0;0;0;0;34 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0306161000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89560;226926
03061690;0;0;0;0;0;0;0;0;0;0;15408;4564;5092;234757;654603;0;0;0;0;0;0;0;0;0
0306169000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;355299;4171616;5303217;6209967;8979885;9151174;1384222;161964;917575
03061711;0;0;0;0;0;0;0;0;0;1124643;52.178.749 ;51.125.799 ;52.780.844 ;37.124.300 ;40.040.894 ;5478;0;0;0;0;0;0;0;0
0306171100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47601239;51094682;51859597;54054834;63234325;54408249;44874702;44821087;39974631
03061719;0;0;0;0;0;0;0;0;0;0;0;0;654352;255 ;0;0;0;0;0;0;0;0;0;0
0306171900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6512;2872;0;30;0;5139;4803775;6009230;9727143
0306179100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;357345;0;0;0
03061799;0;0;0;0;0;0;0;0;0;0;1643453;7619997;5547981;6899962;12579243;0;0;0;0;0;0;0;0;0 
0306179900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20144958;3987115;116406;3987313;3056671;12.008.733 ;2846406;28345;30932
03061900;0;73834;0;0;0;0;69;539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03062100;8850;269521;23622;0;21484;26898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
03062310;0;0;58341;109851;114450;210590;172810;269902;11892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03062390;91338;73507;748305;0;95700;197587;0;0;192170;258130;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03062690;0;0;0;0;0;0;0;0;0;0;0;0;540;0;0;0;0;0;0;0;0;0;0;0
03062710;0;0;0;0;0;0;0;0;0;0;70842;133668;105859;104582;203080;0;0;0;0;0;0;0;0;0
03062799;0;0;0;0;0;0;0;0;0;13780;2161083;173624;1.560 ;1.463.378 ;167035;0;0;0;0;0;0;0;0;0
03062910;0;0;0;0;0;0;0;388;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0
03062990;35300;23400;6400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03062999;0;0;0;0;0;0;0;0;0;0;0;0;596;0;0;0;0;0;0;0;0;0;0;0 
0306319000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1725;0;0;0;28.897 ;2.525 ;0;0 
0306329000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0
0306361000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237600;187024;170865;266242;328494;244647;0;0;20000
0306369900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45760;48360;67689;5110049;1376803;1.794.912 ;37.719 ;0;0 
0306919000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;440;0;0;0;0;0;0;0;0
0306991000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;522;0;0;29619;0;0;0;0;0
0307129000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
03072900;0;0;0;0;0;169;0;346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03072990;0;0;0;0;0;0;0;0;0;0;0;0;313475;223386;0;0;0;0;0;0;0;0;0;0
0307299000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34659;77496;0;135000;0;0;0;0
03073900;0;0;0;0;0;32;0;0;0;47736;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
0307431100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1339783;0;0
0307431900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.121 ;203.789 ;0;0 
03074910;7.658 ;0;0;630 ;0;13.775 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03074919;0;0;0;0;0;0;0;0;0;0;0;0;0;15711;0;0;0;0;0;0;0;0;0;0
0307529000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.335 ;6534;0;0
03075900;255 ;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03079100;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
03079900;0;182;0;41020;0;0;0;18187;0;930;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03079990;0;0;0;0;0;0;0;0;0;0;860;0;0;0;0;0;0;0;0;0;0;0;0;0
0307999000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;708;0;0;0;0 
04011000;164446;43.122 ;12.436 ;6.631 ;90088;0;3 ;0;0;0;0;0;19323;0;0;0;0;0;0;0;0;0;0;0
0401100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;282;227;0;37168;0;50;2.144 ;0;5.271 
04012000;185.716 ;5400;7.468 ;12.361 ;24.821 ;0;6 ;0;24.884 ;0;55.083 ;0;119063;0;0;0;0;0;0;0;0;0;0;0
0401200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252.526 ;575.338 ;695.989 ;982.201 ;632.325 ;800.824 
04013000;141.429 ;6.393 ;728 ;7.102 ;84.838 ;160.140 ;172.072 ;49.319 ;7.388 ;15.077 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04014000;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0 
0401500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14032;0;2463;25;0;0;4
04021000;11632;32677;1084;89604;4;0;11762;72333;37333;175185;243718;155705;432605;322858;703006;0;0;0;0;0;0;0;0;0 
0402100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;634963;711657;599409;269596;553241;568742;912001;421006;1083214
04022110;3195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04022111;0;0;62.450 ;425 ;0;0;0;0;0;0;0;104 ;0;0;0;0;0;0;0;0;0;0;0;0
0402211100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3190;0;0;50 ;21 ;0 
04022112;0;187.081 ;107.887 ;94.994 ;0;0;34.062 ;8.681 ;0;68.975 ;22700;0;0;0;0;0;0;0;0;0;0;0;0;0
0402211200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7447;4219;8638
04022121;3383;0;3.805 ;6.671 ;105.522 ;214.404 ;11.875 ;55.700 ;325.063 ;53.764 ;181138;15.830 ;0;536201;143589;0;0;0;0;0;0;0;0;0
0402212100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3292;0;0;49.704 ;302.484 ;9.561 ;63367;0;33553
04022122;175174;432641;823391;123.312 ;200.471 ;487791;292480;401.290 ;228239;190683;72338;226443;266191;82546;447954;0;0;0;0;0;0;0;0;0
0402212200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1258375;0;0;0;36.955 ;4076933;411551;48747
04022900;62.846 ;104.698 ;0;946 ;511 ;4.340 ;57.858 ;98.268 ;630 ;2.218 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0402290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50820;0;0;0;0;2 ;24;3;0
04029110;0;0;0;0;0;0;0;0;0;11843;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0402911000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8159;0;0;16407;0;0;0;37.925 ;0 
04029120;181650;251.019 ;378.693 ;391.515 ;213.335 ;17948;18.812 ;137.005 ;51.914 ;6.007 ;1.553 ;24.938 ;8.265 ;1.010 ;0;0;0;0;0;0;0;0;0;0
0402912000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.466 ;34.440 ;11.463 ;0 
04029190;0;1.347 ;6.046 ;6.542 ;4.554 ;6.150 ;8.220 ;8.152 ;3.250 ;31 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0402919000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 ;0;0;0;0;0;0;0;0 
04029910;0;9690;29 ;45.377 ;27.940 ;60.305 ;58.938 ;10.128 ;12.727 ;9.550 ;0;33.762 ;27.549 ;0;0;0;0;0;0;0;0;0;0;0
0402991000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8431;67.254 ;82448;0;56.208 ;27.798 
04029990;0;0;0;732 ;6.454 ;0;0;16 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0402999000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.376 ;47.376 ;0;0;8.659 
04031000;117102;166.343 ;595.433 ;413.206 ;441.693 ;530.607 ;659.746 ;626.002 ;830654;1043615;875619;0;0;0;0;0;0;0;0;0;0;0;0;0
0403201000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2928;0
0403209000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.507 ;0;0;0 
04039010;0;0;476 ;492 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0403901000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;396804;505828;858721;960409
04039090;0;1431;6.179 ;11.223 ;6.069 ;0;533 ;22.911 ;48.168 ;7.808 ;26.080 ;22.520 ;4.520 ;3.800 ;6.107 ;0;0;0;0;0;0;0;0;0
0403909000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5960;2400;74385;179575;248.304 ;34.424 ;98 ;0;12.224 
04041000;145314;88692;59034;10608;82468;28228;155412;73550;174562;180831;250185;242394;613511;215232;205454;0;0;0;0;0;0;0;0;0
0404100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;436824;287853;31386;19416;56803;360942;366174;42205;385894
04049000;0;0;8421;115744;274951;130724;186;1773;1854;135847;91869;31815;62260;29490;0;0;0;0;0;0;0;0;0;0 
0404900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28806;15827;37320;0;18905;0;230;45588;56950
04051000;134875;181618;228950;248584;330968;239534;179610;220352;41972;21499;16440;37399;8165;99699;5584;0;0;0;0;0;0;0;0;0 
0405100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22289;8476;2920;0;1354;2635;301;2;56631
04052000;0;32053;10383;10160;23400;7494;3022;4053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04059010;44606;22999;34533;37887;85.874 ;20129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0405901000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.148 ;95233;108031;120865;128405;247299;274198;311337
04059090;0;0;209;673;0;0;1205;0;0;0;0;2520;0;0;0;0;0;0;0;0;0;0;0;0
0405909000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;922;0;0;0;0;0
04061000;353.662 ;0;835 ;25.076 ;46.386 ;21.091 ;14.759 ;264 ;4.428 ;9.039 ;29.479 ;51.529 ;21.873 ;17.059 ;6435;0;0;0;0;0;0;0;0;0
0406101000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.148 ;333.033 ;732488;584698;805418
0406109000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182995;172828;649104;265018;185651;7072;0;0;0
04062010;139916;0;31;0;0;0;0;0;0;0;0;0;3069;0;1686;0;0;0;0;0;0;0;0;0 
0406201000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87161;0;0;0;1785;3043;12873;0;4
04062090;816.045 ;1.153.683 ;1.417.801 ;1.255.057 ;924.382 ;53625;31627;74.920 ;13320;276;23875;136971;17382;54288;39355;0;0;0;0;0;0;0;0;0
0406209000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.384 ;186979;0;0;1290;10776;87437;1497810;1289796
04063000;2159;2163;5280;7757;69039;469857;253757;75896;22550;14122;11651;11220;1039;0;0;0;0;0;0;0;0;0;0;0 
0406300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16173;0;0;3477;0;76220;0
04064000;0;0;0;0;249;0;0;0;0;106;4351;3576;2906;554;1159;0;0;0;0;0;0;0;0;0 
0406400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;644;0;0;0;0;0;0;0
04069000;5080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
04069010;3816;33093;45673;41.641 ;98.416 ;169.415 ;207583;247678;208092;158032;155536;72678;0;0;0;0;0;0;0;0;0;0;0;0
04069020;1940;22263;20516;97675;74479;242077;114549;62656;90811;46000;161996;195213;9473;235;0;0;0;0;0;0;0;0;0;0
0406902000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19 ;0;0;0;397;26370;0;0;0
04069090;175828;239397;218585;153095;338916;778642;661880;475767;561192;490028;548472;602993;94744;35875;23466;0;0;0;0;0;0;0;0;0 
0406909000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55.807 ;233526;117846;147517;143.725 ;540289;999798;914068;1049521
04070010;24373;0;246000;385800;615900;641225;282330;220312;180091;574862;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
04070090;347490;74250;131540;393230;30.455 ;0;0;195.470 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04071100;0;0;0;0;0;0;0;0;0;0;0;24000;234408;709902;19800;97797;0;0;0;0;0;0;0;0
0407110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;615525;397808;738318;337.493 ;836606;1763998;3008861;2123114;3628423
04072100;0;0;0;0;0;0;0;0;0;0;0;0;0;1725;0;0;0;0;0;0;0;0;0;0
0407210000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9044;6389;281085;524630;738206;1090644
04081100;0;0;0;0;0;4324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0408190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;14;575;2704;2194;198
04089100;0;0;0;1709;40;1842;0;0;0;0;0;0;2810;9302;15701;0;0;0;0;0;0;0;0;0
0408910000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10472;0;0;0;0;0;80;130196
04089900;0;0;0;0;0;0;0;0;0;0;0;32793;150952;227858;233150;15820;0;0;0;0;0;0;0;0
0408990000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166355;303390;293479;591943;1210895;2180413;2513805;2031716;2025141
04090000;1.760.387 ;3216957;3603804;1842322;2407875;2.200.634 ;2.942.104 ;5.272.724 ;6188668;5695391;6110822;8163297;6509219;9229581;5463992;74771;0;0;0;94770;0;0;0;0
0409000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4456056;4827733;3531474;3750856;4238630;5247707;3349117;4260862;3805099
04100000;0;0;0;0;40 ;23298;138892;172903;117046;90047;112250;15355;17633;15175;4222;0;0;0;0;0;0;0;0;0
0410000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;58;85719;0;0;0;0
0501000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160.842 ;0;0;0;34.100 ;0 
05021000;960;0;440 ;3.600 ;0;0;0;0;0;531;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05040010;3925;0;0;0;0;0;0;0;0;0;3745;0;0;0;14000;0;0;0;0;0;0;0;0;0 
0504001000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;644;4212;0;0;0
05040020;1838;2.213 ;1.500 ;2.302 ;4.308 ;3.567 ;0;0;0;0;45955;49011;69349;66334;61620;0;0;0;0;0;0;0;0;0
0504002000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99844;114045;83267;31664;18785;0;0;508;0
05040090;0;0;0;0;0;0;0;0;0;0;1.980 ;0;0;0;0;0;0;0;0;0;0;0;0;0
05051000;2703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
05059000;79 ;0;0;10 ;103;24078;1;0;0;0;0;0;420 ;0;0;0;0;0;0;0;0;0;0;0
05079000;10;0;0;0;0;6;5;347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
05080000;0;0;7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05090000;3372;4580;11395;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05100000;0;0;10 ;19.869 ;16.841 ;46.759 ;79.565 ;36.063 ;41.250 ;73.000 ;103.250 ;227.076 ;219.898 ;299.752 ;213.596 ;0;0;0;0;0;0;0;0;0
0510000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;305.414 ;542.570 ;618.514 ;466.943 ;684.891 ;825.816 ;779.981 ;269.482 ;122.279 
05111000;0;61705;153510;16948;145690;0;0;0;0;0;250;3000;3000;1100;0;0;0;0;0;0;0;0;0;0
0511100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43321;6087;6940
05119110;0;0;0;0;0;0;0;0;0;0;77540;0;0;0;0;0;0;0;0;0;0;0;0;0 
05119190;0;29.000 ;29.000 ;29.000 ;58.000 ;29.000 ;0;0;0;1.800 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05119910;0;0;0;0;0;0;0;26640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
05119990;0;0;0;0;600 ;4.681 ;0;60 ;3131;4188;36034;62244;46091;60956;136548;0;0;0;0;0;0;0;0;0
0511999000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223.640 ;467628;841754;840323;689454;691801;804229;196709;62965
06011000;24932;1804;48073;2167;0;0;0;0;0;655;1186;4020;1250;0;10335;0;0;0;0;0;0;0;0;0
0601100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.832 ;13713;20226;10824;1286;2324;1621;1623;2123
06012000;26623;21440;16932;150;17500;45976;21654;14305;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
0601200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1091;1449;0;531;450
06021000;20165503;27035735;24103076;25671859;26859679;29046949;24711481;23159803;24405811;26443619;26452050;28137185;23423268;25521318;27368159;712 ;0;0;0;0;0;0;0;0 
0602100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35382984;42473506;42464643;44813661;56478149;52497516;45780268;40906960;43780613
06022000;1.100 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06022010;131.090 ;91.181 ;121.503 ;106.668 ;316.200 ;230.464 ;122404;178362;288923;124732;218875;56444;105812;8098;231788;0;0;0;0;0;0;0;0;0
0602201000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135234;247500;104311;145229;122581;69725;258918;516252;430903
06022090;17.489 ;87.352 ;67.689 ;72.049 ;97.965 ;24.270 ;197051;19547;27606;39441;40525;15110;243741;295109;142531;0;0;0;0;0;0;0;0;0
0602209000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;691659;715178;1338969;2092190;2136964;3421607;3071687;2596409;2997068
06023000;0;75;0;935;409;11912;15553;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06024000;80 ;5.217 ;21.754 ;48.778 ;69.957 ;114.557 ;86499;39953;15180;19285;37624;33668;28080;26440;28230;2600;0;0;0;0;0;0;0;0
0602400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33610;15870;48023;11935;0;0;0;0;0
06029010;30.322 ;2.682 ;2.642 ;30;154 ;13232;132140;589;150;14572;60656;126869;107338;124680;151885;12125;0;0;0;0;0;0;0;0
0602901000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179061;197215;237703;240287;251732;304556;224976;447668;470797
06029090;266.270 ;454.946 ;492.300 ;639954;1.775.796 ;2977629;3390255;2616817;2684181;2678690;4318838;3953099;4972389;4060003;4725727;41215;0;0;0;0;0;0;0;0
